pro_com_t,comune_nome,provincia_nome,provincia_sigla,regione_nome,zona_codice,zona_nome
025036,Pedavena,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025037,Perarolo di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025039,Pieve di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025040,Ponte nelle Alpi,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025043,Rivamonte Agordino,Belluno,BL,Veneto,Vene-A,Alto Piave
025044,Rocca Pietore,Belluno,BL,Veneto,Vene-A,Alto Piave
025045,San Gregorio nelle Alpi,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025046,San Nicolò di Comelico,Belluno,BL,Veneto,Vene-A,Alto Piave
025047,San Pietro di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025048,Santa Giustina,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025049,San Tomaso Agordino,Belluno,BL,Veneto,Vene-A,Alto Piave
025050,Santo Stefano di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025051,San Vito di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025053,Sedico,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025054,Selva di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025055,Seren del Grappa,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025056,Sospirolo,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025057,Soverzene,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025058,Sovramonte,Belluno,BL,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
025059,Taibon Agordino,Belluno,BL,Veneto,Vene-A,Alto Piave
025060,Tambre,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025062,Vallada Agordina,Belluno,BL,Veneto,Vene-A,Alto Piave
025063,Valle di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025065,Vigo di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025066,Vodo Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025067,Voltago Agordino,Belluno,BL,Veneto,Vene-A,Alto Piave
025069,Zoppè di Cadore,Belluno,BL,Veneto,Vene-A,Alto Piave
025070,Quero Vas,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025071,Longarone,Belluno,BL,Veneto,Vene-A,Alto Piave
025072,Alpago,Belluno,BL,Veneto,Vene-H,Piave pedemontano
025073,Val di Zoldo,Belluno,BL,Veneto,Vene-A,Alto Piave
025074,Borgo Valbelluna,Belluno,BL,Veneto,Vene-H,Piave pedemontano
026001,Altivole,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026002,Arcade,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026003,Asolo,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026004,Borso del Grappa,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026005,Breda di Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026006,Caerano di San Marco,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026007,Cappella Maggiore,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026008,Carbonera,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026009,Casale sul Sile,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026010,Casier,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026011,Castelcucco,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026012,Castelfranco Veneto,Treviso,TV,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
026013,Castello di Godego,Treviso,TV,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
026014,Cavaso del Tomba,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026015,Cessalto,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026016,Chiarano,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026017,Cimadolmo,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026018,Cison di Valmarino,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026019,Codognè,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026020,Colle Umberto,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026021,Conegliano,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026022,Cordignano,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026023,Cornuda,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026025,Crocetta del Montello,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026026,Farra di Soligo,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026027,Follina,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026028,Fontanelle,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026029,Fonte,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026030,Fregona,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026031,Gaiarine,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026032,Giavera del Montello,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026033,Godega di Sant'Urbano,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026034,Gorgo al Monticano,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026035,Istrana,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026036,Loria,Treviso,TV,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
026037,Mansuè,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026038,Mareno di Piave,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026039,Maser,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026040,Maserada sul Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026041,Meduna di Livenza,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026042,Miane,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026043,Mogliano Veneto,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026044,Monastier di Treviso,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026045,Monfumo,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026046,Montebelluna,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026047,Morgano,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026048,Moriago della Battaglia,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026049,Motta di Livenza,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026050,Nervesa della Battaglia,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026051,Oderzo,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026052,Ormelle,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026053,Orsago,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026055,Paese,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026056,Pederobba,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026057,Pieve di Soligo,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026058,Ponte di Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026059,Ponzano Veneto,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026060,Portobuffolè,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026061,Possagno,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026062,Povegliano,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026063,Preganziol,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026064,Quinto di Treviso,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026065,Refrontolo,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026066,Resana,Treviso,TV,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
026067,Revine Lago,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026068,Riese Pio X,Treviso,TV,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
026069,Roncade,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026070,Salgareda,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026071,San Biagio di Callalta,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026072,San Fior,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026073,San Pietro di Feletto,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026074,San Polo di Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026075,Santa Lucia di Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026076,San Vendemiano,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026077,San Zenone degli Ezzelini,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
026078,Sarmede,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026079,Segusino,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026080,Sernaglia della Battaglia,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026081,Silea,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026082,Spresiano,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026083,Susegana,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026084,Tarzo,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026085,Trevignano,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026086,Treviso,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026087,Valdobbiadene,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026088,Vazzola,Treviso,TV,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
026089,Vedelago,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026090,Vidor,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026091,Villorba,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026092,Vittorio Veneto,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026093,Volpago del Montello,Treviso,TV,Veneto,Vene-H,Piave pedemontano
026094,Zenson di Piave,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026095,Zero Branco,Treviso,TV,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
026096,Pieve del Grappa,Treviso,TV,Veneto,Vene-B,Alto Brenta-Bacchiglione-Alpone
027001,Annone Veneto,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027002,Campagna Lupia,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027003,Campolongo Maggiore,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027004,Camponogara,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027005,Caorle,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027006,Cavarzere,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027007,Ceggia,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027008,Chioggia,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027009,Cinto Caomaggiore,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027010,Cona,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027011,Concordia Sagittaria,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027012,Dolo,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027013,Eraclea,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027014,Fiesso d'Artico,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027015,Fossalta di Piave,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027016,Fossalta di Portogruaro,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027017,Fossò,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027018,Gruaro,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027019,Jesolo,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027020,Marcon,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027021,Martellago,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027022,Meolo,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027023,Mira,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027024,Mirano,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027025,Musile di Piave,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027026,Noale,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027027,Noventa di Piave,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027028,Pianiga,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027029,Portogruaro,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027030,Pramaggiore,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027031,Quarto d'Altino,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027032,Salzano,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027033,San Donà di Piave,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027034,San Michele al Tagliamento,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027035,Santa Maria di Sala,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027036,San Stino di Livenza,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027037,Scorzè,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027038,Spinea,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027039,Stra,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027040,Teglio Veneto,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027041,Torre di Mosto,Venezia,VE,Veneto,Vene-G,"Livenza, Lemene e Tagliamento"
027042,Venezia,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
027043,Vigonovo,Venezia,VE,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
027044,Cavallino-Treporti,Venezia,VE,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
028001,Abano Terme,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028002,Agna,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028003,Albignasego,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028004,Anguillara Veneta,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028005,Arquà Petrarca,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028006,Arre,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028007,Arzergrande,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028008,Bagnoli di Sopra,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028009,Baone,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028010,Barbona,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028011,Battaglia Terme,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028012,Boara Pisani,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028013,Borgoricco,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028014,Bovolenta,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028015,Brugine,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028016,Cadoneghe,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028017,Campodarsego,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028018,Campodoro,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028019,Camposampiero,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028020,Campo San Martino,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028021,Candiana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028022,Carceri,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028023,Carmignano di Brenta,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028026,Cartura,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028027,Casale di Scodosia,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028028,Casalserugo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028029,Castelbaldo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028030,Cervarese Santa Croce,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028031,Cinto Euganeo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028032,Cittadella,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028033,Codevigo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028034,Conselve,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028035,Correzzola,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028036,Curtarolo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028037,Este,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028038,Fontaniva,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028039,Galliera Veneta,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028040,Galzignano Terme,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028041,Gazzo,Padova,PD,Veneto,,
028042,Grantorto,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028043,Granze,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028044,Legnaro,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028045,Limena,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028046,Loreggia,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028047,Lozzo Atestino,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028048,Maserà di Padova,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028049,Masi,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028050,Massanzago,Padova,PD,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
028052,Megliadino San Vitale,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028053,Merlara,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028054,Mestrino,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028055,Monselice,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028056,Montagnana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028057,Montegrotto Terme,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028058,Noventa Padovana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028059,Ospedaletto Euganeo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028060,Padova,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028061,Pernumia,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028062,Piacenza d'Adige,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028063,Piazzola sul Brenta,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028064,Piombino Dese,Padova,PD,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
028065,Piove di Sacco,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028066,Polverara,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028067,Ponso,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028068,Pontelongo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028069,Ponte San Nicolò,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028070,Pozzonovo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028071,Rovolon,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028072,Rubano,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028073,Saccolongo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028075,San Giorgio delle Pertiche,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028076,San Giorgio in Bosco,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028077,San Martino di Lupari,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028078,San Pietro in Gu,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028079,San Pietro Viminario,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028080,Santa Giustina in Colle,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028082,Sant'Angelo di Piove di Sacco,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028083,Sant'Elena,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028084,Sant'Urbano,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028085,Saonara,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028086,Selvazzano Dentro,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028087,Solesino,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028088,Stanghella,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028089,Teolo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028090,Terrassa Padovana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028091,Tombolo,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028092,Torreglia,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028093,Trebaseleghe,Padova,PD,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
028094,Tribano,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028095,Urbana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028096,Veggiano,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028097,Vescovana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028098,Vighizzolo d'Este,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028099,Vigodarzere,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028100,Vigonza,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028101,Villa del Conte,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028102,Villa Estense,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028103,Villafranca Padovana,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028104,Villanova di Camposampiero,Padova,PD,Veneto,Vene-F,"Basso Piave, Sile e Bacino scolante in laguna"
028105,Vo',Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028106,Due Carrare,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
028107,Borgo Veneto,Padova,PD,Veneto,Vene-E,Basso Brenta-Bacchiglione e Fratta Gorzone
029001,Adria,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
029002,Ariano nel Polesine,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
029003,Arquà Polesine,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
029004,Badia Polesine,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
029005,Bagnolo di Po,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
029006,Bergantino,Rovigo,RO,Veneto,Vene-D,"Po, Fissero-Tartaro-Canalbianco e Basso Adige"
